ts,uid,synth_src_ip,src_port,synth_dest_ip,dest_port,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,orig_mac,resp_mac,prefix_src,prefix_dest
1696676454.681411,CeBA7L1kMtHQQqdVm1,0.0.0.0,55023,10.0.0.0,7000,tcp,-,2.019120,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,This network,Private network range
1696676442.172731,CetXDQ3a0HFTjjREsg,100.64.0.50,51515,172.16.0.200,7000,tcp,-,4.059344,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,CGNAT,Private network range - 172
1696677116.688832,CqiqPc11UVZmgkGA7k,128.54.0.0,63782,137.110.0.0,443,tcp,-,-,-,-,S0,T,F,0,S,1,52,0,0,(empty),-,-,UCSD - 128,UCSD - 137
1696677612.052002,CEflGkki0yRKLCPh6,132.239.0.0,59566,132.239.0.200,7000,tcp,-,2.002948,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 132,UCSD - 132
1696677397.117136,CgHt4iQOU7lKeUOI9,127.0.1.244,53709,169.228.0.200,7000,tcp,-,2.010617,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Loopback,UCSD - 169
1696676684.114126,Cbicu12VDN7ZVnzMjk,132.239.0.0,5428,128.54.1.244,11119,tcp,-,-,-,-,S0,T,F,0,S,1,52,0,0,(empty),-,-,UCSD - 132,UCSD - 128
1696677052.165112,CqDNwR1y6Thf15iHld,128.54.0.200,63312,192.168.1.244,7000,tcp,-,4.031039,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 128,Private network range - 192
1696677596.063681,CMQBWXbU4eXqkbk1b,132.239.0.0,58498,0.0.0.200,7000,tcp,-,4.094506,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 132,This network
1696676962.445216,CM6iaiusQfCcneeRa,137.110.0.50,51901,100.64.0.50,53,tcp,dns,0.021805,37,139,SF,T,T,0,ShADadFf,6,289,10,702,(empty),-,-,UCSD - 137,CGNAT
1696676442.335513,CgbORqCfAFLR7aha9,127.0.1.244,9159,128.54.1.244,14838,tcp,-,2.999996,0,0,S0,T,F,0,S,3,156,0,0,(empty),-,-,Loopback,UCSD - 128
1696677720.831218,CtlJDyIP2H7oGqdZj,100.64.0.50,10694,132.239.0.200,9660,tcp,-,3.001218,0,0,S0,T,F,0,S,3,156,0,0,(empty),-,-,CGNAT,UCSD - 132
1696677118.530462,CCV1K14Q3AnBLIu0Hf,127.0.1.244,63138,127.0.0.0,7000,tcp,-,4.061572,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Loopback,Loopback
1696676962.208739,CRV40o4r487Iyj2Uh,137.110.1.244,61790,0.0.0.50,7000,tcp,-,4.042907,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 137,This network
1696678121.964885,Co49ST2xILi8wuL4li,0.0.1.244,58050,192.168.0.200,53,udp,dns,0.000492,35,464,SF,T,T,0,Dd,1,63,2,520,(empty),-,-,This network,Private network range - 192
1696677976.479545,CTwRwF2NqRXObmGDeg,127.0.0.50,56453,137.110.0.50,53,udp,dns,0.000278,43,766,SF,T,T,0,Dd,1,71,2,822,(empty),-,-,Loopback,UCSD - 137
1696677225.729221,CDRkDSflYaPaV4yK4,172.16.1.244,52812,128.54.0.50,7000,tcp,-,2.005676,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 172,UCSD - 128
1696677777.043391,CAtNfG42FRPsSjugyi,132.239.0.0,59144,192.135.238.8,53,udp,dns,0.000547,59,252,SF,T,T,0,Dd,1,87,2,308,(empty),-,-,UCSD - 132,Marine Physical Lab - ..238
1696677887.226433,CD4AKr32HCumUoNC4k,137.110.0.200,64459,137.110.0.0,7000,tcp,-,2.015912,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 137,UCSD - 137
1696677796.956536,CfoDT616Cg69yEKSgc,10.0.0.50,62105,192.168.1.244,7000,tcp,-,2.018605,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range,Private network range - 192
1696676902.149037,Cv0BeT3veQHBC8gv6k,0.0.0.0,60688,128.54.1.244,7000,tcp,-,4.027514,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,UCSD - 128
1696677102.237323,CzoTKQ1GafvudikPd1,0.0.0.200,64327,10.0.0.200,7000,tcp,-,4.054841,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,Private network range
1696676992.936798,Cmvj1B4bApI30kO7fd,128.54.0.0,50433,0.0.0.200,7000,tcp,-,2.040914,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 128,This network
1696676917.649001,CwNcs13x8N0NGGphHg,137.110.0.0,53023,0.0.1.244,7000,tcp,-,2.009062,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 137,This network
1696677733.428516,Cm0bkl4g6gkg9yFUc1,127.0.0.200,137,137.110.0.50,137,udp,dns,0.000004,136,0,S0,T,T,0,D,2,192,0,0,(empty),-,-,Loopback,UCSD - 137
1696676633.056468,C5yGpl2jMVyUXpMDf,128.54.0.200,56961,192.168.0.50,53,udp,dns,0.000905,45,450,SF,T,T,0,Dd,1,73,2,506,(empty),-,-,UCSD - 128,Private network range - 192
1696677150.399,CXEJnI2NJSupUU6CNa,169.228.0.200,52189,0.0.0.0,53,udp,dns,0.000394,37,570,SF,T,T,0,Dd,1,65,2,626,(empty),-,-,UCSD - 169,This network
1696677035.594027,CuIQwz32DLxvrr7sJd,169.228.1.244,56771,100.64.1.244,53,udp,dns,0.000230,42,742,SF,T,T,0,Dd,1,70,2,798,(empty),-,-,UCSD - 169,CGNAT
1696677307.348811,CvGXTg3Jb5CzX0sMM3,192.135.238.8,2515,127.0.0.0,57594,tcp,-,0.788621,584,1175,SF,T,F,0,ShADdFaf,7,876,12,2854,(empty),-,-,Marine Physical Lab - ..238,Loopback
1696677779.577231,C3QuXt3T6t06LjjQD2,100.64.0.0,60067,169.228.0.0,7000,tcp,-,4.080547,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,CGNAT,UCSD - 169
1696677457.335355,CeoK963qKxZnTiWDwc,100.64.0.50,55220,169.228.1.244,7000,tcp,-,2.013373,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,CGNAT,UCSD - 169
1696677157.974303,CWCq4LrmUbyBOEnB4,100.64.1.244,59658,10.0.1.244,53,udp,dns,0.000276,81,760,SF,T,T,0,Dd,1,109,2,816,(empty),-,-,CGNAT,Private network range
1696677990.813334,Cz6zXp4qjuI4ETvIA4,192.135.237.9,56420,192.135.238.6,53,udp,dns,0.000224,38,420,SF,T,T,0,Dd,1,66,2,476,(empty),-,-,Marine Physical Lab - ..237,Marine Physical Lab - ..238
1696678137.311399,CVGZen4PbPPPudeFhl,192.168.1.244,4673,172.16.0.200,5073,tcp,-,2.999862,0,0,S0,T,F,0,S,3,156,0,0,(empty),-,-,Private network range - 192,Private network range - 172
1696678125.298043,Cqa9Ld3pKnucIvQNBi,10.0.1.244,4431,127.0.0.0,27525,tcp,-,3.000037,0,0,S0,T,F,0,S,3,156,0,0,(empty),-,-,Private network range,Loopback
1696677209.316945,CzUbkF2trh9ufxmXg,127.0.1.244,137,192.135.238.5,137,udp,dns,1.503262,300,0,S0,T,T,0,D,6,468,0,0,(empty),-,-,Loopback,Marine Physical Lab - ..238
1696677551.666587,CqJcrI2phMiNp7paub,192.135.237.4,52824,192.135.238.8,53,udp,dns,0.000445,59,250,SF,T,T,0,Dd,1,87,2,306,(empty),-,-,Marine Physical Lab - ..237,Marine Physical Lab - ..238
1696677363.786212,CBLvbm3a1p9epVgEP3,132.239.0.0,60203,128.54.1.244,7000,tcp,-,4.039169,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 132,UCSD - 128
1696676699.039792,CmwaSj3DxpLqb6L1o4,128.54.0.0,8,0.0.0.0,0,icmp,-,1.972762,96,0,OTH,T,T,0,-,4,208,0,0,(empty),-,-,UCSD - 128,This network
1696677942.203412,CsyOvD3ayeWI3Vzvra,10.0.1.244,49499,172.16.1.244,7000,tcp,-,4.042112,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range,Private network range - 172
1696676982.963307,CGAQeC4axt9rB6bPi,192.135.238.1,10441,127.0.1.244,56383,tcp,-,2.999992,0,0,S0,T,F,0,S,3,156,0,0,(empty),-,-,Marine Physical Lab - ..238,Loopback
1696677837.654905,CuOHDXjtAf9wA0UFf,128.54.0.50,51496,10.0.1.244,7000,tcp,-,2.005316,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 128,Private network range
1696677122.292921,C1SPHC2VmUoXi1hQ5c,169.228.1.244,64528,100.64.0.0,7000,tcp,-,4.031826,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 169,CGNAT
1696677907.704151,CYEP5g3y0hFy1dtgH2,192.168.0.0,52566,169.228.0.0,7000,tcp,-,2.005853,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 192,UCSD - 169
1696676882.021546,CEDJdX2bRTP5tNEL9i,192.135.237.8,36830,192.135.238.5,53,udp,dns,0.000286,44,488,SF,T,T,0,Dd,1,72,2,544,(empty),-,-,Marine Physical Lab - ..237,Marine Physical Lab - ..238
1696676526.535448,C97pt84os5tnCuVTdk,100.64.0.200,58661,132.239.1.244,53,udp,dns,0.000776,149,298,SF,T,T,0,Dd,1,177,2,354,(empty),-,-,CGNAT,UCSD - 132
1696676865.818721,CnN5UY2LXqkmjYSCUa,0.0.1.244,8479,132.239.0.0,2000,tcp,-,11.011900,68,0,RSTO,T,F,0,ShADaR,4,240,4,184,(empty),-,-,This network,UCSD - 132
1696678177.827457,CRp1Lze55jUPh5iIc,0.0.0.50,57771,172.16.0.200,7000,tcp,-,4.057892,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,Private network range - 172
1696676998.436381,C5SVga3DI3weJH7zak,169.228.0.0,60948,128.54.0.200,7000,tcp,-,4.053621,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 169,UCSD - 128
1696676537.423333,CsnF8b1PbCaEmgkct3,127.0.0.200,53771,192.135.237.6,7000,tcp,-,0.000003,0,0,S0,T,T,0,S,2,128,0,0,(empty),-,-,Loopback,Marine Physical Lab - ..237
1696677328.625324,CU8ZnB1xhthwFkXmNc,192.135.238.10,60149,192.168.0.0,53,udp,dns,0.000336,38,180,SF,T,T,0,Dd,1,66,2,236,(empty),-,-,Marine Physical Lab - ..238,Private network range - 192
1696676811.857391,CMscmL2Dgu31jRAAa9,192.168.0.200,54983,192.135.238.7,53,udp,dns,0.000611,52,400,SF,T,T,0,Dd,1,80,2,456,(empty),-,-,Private network range - 192,Marine Physical Lab - ..238
1696677296.974297,CkEbaO3Dd1Y1Mngdh6,127.0.0.50,2255,128.54.0.50,51413,tcp,-,0.293580,0,0,REJ,T,F,0,Sr,1,52,2,80,(empty),-,-,Loopback,UCSD - 128
1696676673.891853,Cdozw7dXXOUi808y,169.228.0.0,5247,169.228.0.200,16762,tcp,-,0.146481,0,0,REJ,T,F,0,Sr,1,52,2,80,(empty),-,-,UCSD - 169,UCSD - 169
1696677075.992242,C2ZkuPjqt7hfVewV9,192.135.237.2,65237,169.228.0.50,7000,tcp,-,4.056050,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Marine Physical Lab - ..237,UCSD - 169
1696677942.023907,C1ccyZE3zneb2JQ1k,192.135.238.8,57233,192.135.237.9,53,udp,dns,1.190896,98,592,SF,T,T,0,Dd,2,154,4,704,(empty),-,-,Marine Physical Lab - ..238,Marine Physical Lab - ..237
1696678146.02485,CvBfBL14ACQuASIT88,0.0.1.244,53046,172.16.1.244,7000,tcp,-,4.036124,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,Private network range - 172
1696677899.983228,C3rWUC2IH3lrx577Y3,128.54.0.50,57023,127.0.1.244,53,udp,dns,0.000224,44,208,SF,T,T,0,Dd,1,72,2,264,(empty),-,-,UCSD - 128,Loopback
1696677705.152941,CqTXMI1Nc33UPcPbm2,192.168.0.0,50988,192.135.237.8,443,tcp,-,0.528816,98,0,SH,T,F,0,DF,5,456,0,0,(empty),-,-,Private network range - 192,Marine Physical Lab - ..237
1696676759.645667,CmAhAT2bPF6gqJS95f,10.0.0.50,54716,128.54.0.0,7000,tcp,-,2.018752,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range,UCSD - 128
1696676986.585154,C3XhZwl3Wym2fKtLi,192.168.1.244,52871,132.239.0.200,389,tcp,-,0.145442,2092,212,RSTR,T,T,0,ShADadFr,7,2396,14,1856,(empty),-,-,Private network range - 192,UCSD - 132
1696676665.490031,CPElLr4kW7tos7az5k,137.110.0.200,63385,100.64.0.200,80,tcp,-,1.909623,0,0,S0,T,F,0,S,2,128,0,0,(empty),-,-,UCSD - 137,CGNAT
1696677289.980563,CD1lRh1RcehOX20aIh,192.135.237.1,52033,128.54.1.244,53,udp,dns,0.000170,33,594,SF,T,T,0,Dd,1,61,2,650,(empty),-,-,Marine Physical Lab - ..237,UCSD - 128
1696676639.564136,CVcakI1CvMqXYYAdtc,172.16.0.0,14649,192.168.0.0,56566,tcp,-,0.495654,68,307,SF,T,F,0,ShADdFfR,5,280,8,958,(empty),-,-,Private network range - 172,Private network range - 192
1696676882.744056,CuIgwz2rLP1HR1y9Lf,100.64.0.200,64360,172.16.1.244,7000,tcp,-,2.036952,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,CGNAT,Private network range - 172
1696677827.951316,CDMGAeZHazLIWzdI5,100.64.1.244,50328,169.228.0.0,53,udp,dns,0.059275,84,1080,SF,T,T,0,Dd,2,140,4,1192,(empty),-,-,CGNAT,UCSD - 169
1696677020.397932,CUPdEG2m62m8vzEwl1,128.54.0.200,9993,100.64.0.200,9993,udp,-,-,-,-,S0,T,F,0,D,1,165,0,0,(empty),-,-,UCSD - 128,CGNAT
1696676664.312688,CMemL74KrerxCYrYe3,100.64.1.244,53135,192.135.237.8,7000,tcp,-,4.054731,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,CGNAT,Marine Physical Lab - ..237
1696677629.174992,CbQrccb85WZThjwq,169.228.1.244,53848,128.54.1.244,7000,tcp,-,2.010656,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 169,UCSD - 128
1696676606.864563,CR2NvDTDMjE8UJRla,192.168.1.244,58132,0.0.1.244,443,tcp,ssl,0.013405,123,7,SF,T,F,0,ShADadfF,5,335,10,438,(empty),-,-,Private network range - 192,This network
1696676494.753071,CoTRAk4pFHGuMNwRNc,0.0.0.50,34623,172.16.0.50,60902,udp,-,0.000003,846,0,S0,T,T,0,D,2,902,0,0,(empty),-,-,This network,Private network range - 172
1696677167.562819,CQSDca42WhDQwBDfmf,192.135.238.7,65201,192.135.237.2,53,udp,dns,0.000224,42,446,SF,T,T,0,Dd,1,70,2,502,(empty),-,-,Marine Physical Lab - ..238,Marine Physical Lab - ..237
1696677264.387341,CsNJME3zI55czvSK35,100.64.0.50,64359,128.54.0.200,7000,tcp,-,4.053555,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,CGNAT,UCSD - 128
1696677264.818643,CFdmAE1XRcaLFMlsHk,192.168.0.200,56852,192.135.238.7,53,udp,dns,0.000280,50,430,SF,T,T,0,Dd,1,78,2,486,(empty),-,-,Private network range - 192,Marine Physical Lab - ..238
1696676717.401793,CLOMy23nRvGlB9eyZc,192.135.238.9,57252,132.239.1.244,7000,tcp,-,2.003824,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..238,UCSD - 132
1696676922.827679,CVODo32XbE8AwWA2D3,132.239.0.0,65352,127.0.0.200,7000,tcp,-,2.018043,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 132,Loopback
1696677877.125288,CYEHDz3ActOp8MNUa5,192.135.237.10,64137,169.228.0.50,7000,tcp,-,2.003726,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..237,UCSD - 169
1696676724.649443,CLP95H2OUxLJPEiE7h,192.135.238.9,59238,192.135.238.8,7000,tcp,-,2.015959,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..238,Marine Physical Lab - ..238
1696676822.912841,Cac2fo3OPC8xCspxnl,172.16.1.244,63399,192.168.0.50,7000,tcp,-,2.023699,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 172,Private network range - 192
1696677522.342223,CMovFe3MnEU1AGlVv9,192.135.237.0,56354,127.0.1.244,7000,tcp,-,4.058793,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Marine Physical Lab - ..237,Loopback
1696676752.089963,C2hiCF4sAAkHmqyn8a,137.110.1.244,57706,128.54.0.0,7000,tcp,-,4.028241,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 137,UCSD - 128
1696677859.562563,CYbjMR3Fi9peVIuNIj,132.239.0.200,61211,128.54.1.244,7000,tcp,-,4.068829,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 132,UCSD - 128
1696677417.193429,CjQjRd2vzTGBxeheZg,10.0.0.200,54215,172.16.1.244,7000,tcp,-,2.003790,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range,Private network range - 172
1696677431.480969,CqYvqd4W72FNC4YyF3,100.64.0.0,4668,192.135.238.5,29564,tcp,-,3.000511,0,0,S0,T,F,0,S,3,156,0,0,(empty),-,-,CGNAT,Marine Physical Lab - ..238
1696676672.315666,Cv2dk825Zi4W9Dayh6,0.0.0.200,56460,132.239.1.244,7000,tcp,-,4.015978,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,UCSD - 132
1696676945.888263,CtqkOs36wEWAM4ksKc,169.228.0.0,62479,127.0.1.244,7000,tcp,-,4.034443,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 169,Loopback
1696677281.542886,CyaeNvRFYT3uhKbC8,0.0.0.50,57239,137.110.1.244,53,udp,dns,0.000396,33,294,SF,T,T,0,Dd,1,61,2,350,(empty),-,-,This network,UCSD - 137
1696676367.124438,CBM4hKdLFSkbWRKme,137.110.0.0,53768,10.0.0.0,443,tcp,ssl,31.039929,877,4565,SF,T,F,0,ShADadFfRR,13,1541,28,10602,(empty),-,-,UCSD - 137,Private network range
1696677939.791765,CsnvWi1bQkuNXDzDI1,127.0.1.244,56458,192.168.0.50,53,udp,dns,0.005072,42,454,SF,T,T,0,Dd,1,70,2,510,(empty),-,-,Loopback,Private network range - 192
1696677347.818208,CRlzX14d6eZ8bxfJ2,169.228.0.50,56973,100.64.0.50,7000,tcp,-,4.057442,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 169,CGNAT
1696677394.701607,CAEV843P7xzuuMoujc,0.0.1.244,50698,100.64.0.200,7000,tcp,-,4.017859,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,CGNAT
1696677541.714731,CvmQwT1QXOHjBGO1t9,127.0.0.0,6720,0.0.1.244,8920,tcp,-,0.202648,0,0,REJ,T,F,0,Sr,1,52,2,80,(empty),-,-,Loopback,This network
1696677184.226769,CTKxmngIl0rJ3hx58,0.0.0.200,62568,192.135.237.10,7000,tcp,-,4.079138,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,Marine Physical Lab - ..237
1696676762.710587,C9f1443REiwVQJGsSa,132.239.1.244,50781,192.135.237.9,7000,tcp,-,4.050607,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 132,Marine Physical Lab - ..237
1696676858.759238,CiJLXy4FI5ThHMFssh,132.239.0.200,138,0.0.0.50,138,udp,-,0.000003,402,0,S0,T,T,0,D,2,458,0,0,(empty),-,-,UCSD - 132,This network
1696676497.334044,CXMFDp1tdA3eIQuboc,128.54.0.0,52646,169.228.0.50,7000,tcp,-,2.003365,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 128,UCSD - 169
1696677282.931625,Cri9fQ19rdaFRwZ59,100.64.0.0,55639,132.239.0.50,7000,tcp,-,2.017700,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,CGNAT,UCSD - 132
1696676753.799801,CYNJcZ1hVHtKLMHfl5,169.228.0.0,56888,0.0.1.244,7000,tcp,-,2.010902,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 169,This network
1696677759.553216,CbXBch1nO5mCIVWVF2,192.168.1.244,59566,0.0.0.0,7000,tcp,-,4.071571,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range - 192,This network
1696677195.780453,C5yi8LNGmZtCZ1pBe,137.110.1.244,51165,192.135.237.6,7000,tcp,-,4.181954,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 137,Marine Physical Lab - ..237
1696676691.01025,Cn7JFswDwl5FGuG23,132.239.0.200,58073,128.54.0.0,7000,tcp,-,2.013488,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 132,UCSD - 128
1696678015.491271,C4Vext1LHBMZAigWIe,10.0.0.0,64477,10.0.1.244,7000,tcp,-,2.049243,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range,Private network range
1696676701.488018,CfVHYz3qmCEF4mIoE1,10.0.0.0,51413,172.16.1.244,4378,udp,-,0.173100,58,140,SF,T,F,0,Dd,1,86,2,196,(empty),-,-,Private network range,Private network range - 172
1696677125.127787,CAkEQH1BoOYr934Kk5,192.168.1.244,12852,128.54.1.244,36881,tcp,-,0.405808,68,0,SF,T,F,0,ShADafF,5,280,8,344,(empty),-,-,Private network range - 192,UCSD - 128
1696677169.238444,CdvLIA2yX7kOcPBxb8,192.135.238.1,62225,192.135.237.4,7000,tcp,-,2.012856,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..238,Marine Physical Lab - ..237
1696677251.041561,CVLcl83esFd8j1TQI7,172.16.1.244,52151,100.64.1.244,7000,tcp,-,2.003821,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 172,CGNAT
1696677917.891975,CObn6ZXlFzl8hHVoh,137.110.0.0,55039,192.168.0.200,53,udp,dns,0.029243,209,1272,SF,T,T,0,Dd,4,321,8,1496,(empty),-,-,UCSD - 137,Private network range - 192
1696677341.554043,Cb4xgA3UH5CoTTxmT,10.0.0.200,53959,100.64.0.200,7000,tcp,-,0.000003,0,0,S0,T,T,0,S,2,128,0,0,(empty),-,-,Private network range,CGNAT
1696676998.425394,Cap0bk2xKpqwJlAQc7,0.0.0.50,60897,192.168.0.50,7000,tcp,-,4.060305,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,Private network range - 192
1696677571.632741,CWlHlD3OIzIZnVyzGg,132.239.0.0,7334,172.16.0.50,16882,tcp,-,0.109713,0,0,REJ,T,F,0,Sr,1,52,2,80,(empty),-,-,UCSD - 132,Private network range - 172
1696678172.155642,Ck8iaT3feZqvMqKti8,137.110.1.244,61730,0.0.1.244,3128,tcp,http,0.005647,79,3483,SF,T,T,0,ShADadFf,6,331,12,7470,(empty),-,-,UCSD - 137,This network
1696678116.847013,Cf1HP44csYPLvrUzCc,192.135.238.2,63336,0.0.0.0,53,udp,dns,0.000923,126,80,SF,T,T,0,Dd,1,154,2,136,(empty),-,-,Marine Physical Lab - ..238,This network
1696676883.248759,Cn4PGb22lpNLaf2qt,137.110.0.0,58981,128.54.0.50,7000,tcp,-,2.003875,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 137,UCSD - 128
1696677823.155378,Coi8Lp1YEpCGHLHE4c,0.0.1.244,60000,192.168.0.50,52015,udp,-,2.073858,2172,0,S0,T,T,0,D,6,2340,0,0,(empty),-,-,This network,Private network range - 192
1696678059.217065,CquhXt1iYwz4K54ydh,172.16.0.200,58553,0.0.0.0,53,udp,dns,0.000396,58,250,SF,T,T,0,Dd,1,86,2,306,(empty),-,-,Private network range - 172,This network
1696677067.867128,CYTiyic2yDmuSD5p,172.16.0.0,51867,137.110.1.244,7000,tcp,-,4.079281,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range - 172,UCSD - 137
1696677250.766312,CnTUGl4ajFNrwJ6O09,137.110.0.0,45992,169.228.1.244,443,tcp,ssl,0.105770,517,5811,SF,T,F,0,ShADFdtfR,11,1013,16,12470,(empty),-,-,UCSD - 137,UCSD - 169
1696678179.595881,CSmrqM2IhtGuzQW8v4,128.54.0.0,64734,128.54.1.244,7000,tcp,-,2.011838,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 128,UCSD - 128
1696676644.66122,Cvu14h2itIBiRRGg,172.16.0.0,58042,0.0.0.200,7000,tcp,-,2.018344,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 172,This network
1696677902.929088,CTSVnc46wa9FUpP321,172.16.0.50,52475,192.135.238.4,7000,tcp,-,2.020992,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 172,Marine Physical Lab - ..238
1696676826.418182,ChgaRlVAjYKXpgWDd,192.168.1.244,52334,127.0.0.50,7000,tcp,-,2.054379,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 192,Loopback
1696676932.294631,CeE9IZ3Af5hQg0ftii,127.0.0.50,64884,128.54.1.244,53,udp,dns,0.000675,42,188,SF,T,T,0,Dd,1,70,2,244,(empty),-,-,Loopback,UCSD - 128
1696676990.571107,CmJ4WF14I45IB7rjfh,137.110.0.200,65069,192.168.0.0,53,udp,dns,0.000330,32,982,SF,T,T,0,Dd,1,60,2,1038,(empty),-,-,UCSD - 137,Private network range - 192
1696677074.661087,CqADZT2No56Fjp9ZZ4,192.135.238.6,65060,127.0.0.200,7000,tcp,-,2.018400,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..238,Loopback
1696676807.614462,CsbDaG2F3r3RFFYV5j,127.0.1.244,50120,137.110.0.200,443,tcp,ssl,215.473845,3600,3274,S3,T,F,0,ShADadf,14,4340,42,9750,(empty),-,-,Loopback,UCSD - 137
1696677265.724699,CgmG3y3Ch8kxp2WA77,132.239.0.0,53138,169.228.1.244,7000,tcp,-,2.003092,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 132,UCSD - 169
1696677728.679085,CJtIdD3gXw0NqFMuJ,10.0.0.200,49858,172.16.1.244,53,udp,dns,0.000673,38,856,SF,T,T,0,Dd,1,66,2,912,(empty),-,-,Private network range,Private network range - 172
1696677707.950431,C64F8s4GbxALd72qB5,192.135.238.9,59986,172.16.0.200,53,udp,dns,0.000617,42,202,SF,T,T,0,Dd,1,70,2,258,(empty),-,-,Marine Physical Lab - ..238,Private network range - 172
1696676614.531616,CheOv732aetwg39doe,192.135.237.0,11761,0.0.0.50,44266,tcp,-,0.633997,715,415,SF,T,F,0,ShADdfFa,7,1007,12,1334,(empty),-,-,Marine Physical Lab - ..237,This network
1696677075.588995,CKeKiHvJtuDATIuMl,128.54.0.50,59011,137.110.0.0,53,tcp,dns,0.005095,51,101,SF,T,T,0,ShADadFf,6,303,10,626,(empty),-,-,UCSD - 128,UCSD - 137
1696676988.31159,CJVr454kDaYaJGbJ29,172.16.0.0,59001,0.0.0.0,53,udp,dns,0.000291,44,768,SF,T,T,0,Dd,1,72,2,824,(empty),-,-,Private network range - 172,This network
